audio/chunk_00001.wav|साधु और चूहा।
audio/chunk_00002.wav|एक जंगल में एक साधु रहते थे
audio/chunk_00003.wav|जंगल के कई जानवर रोज़ साधु के प्रवचन सुनने के लिए उनके पास जाते थे
audio/chunk_00004.wav|एक दिन एक चूहे के पीछे बिल्ली पड़ गई।
audio/chunk_00005.wav|चूहा भागते भागते साधु के पास पहुंचा।
audio/chunk_00006.wav|पीछे पीछे बिल्ली भी आ गई।
audio/chunk_00007.wav|साधु ने चूहे का भेष बदलकर उसे बड़ी बिल्ली बना दिया।
audio/chunk_00008.wav|अब बड़ी बिल्ली बिना डर के घूमने लगी उसने कई बिल्लियों को भी मार दिया
audio/chunk_00009.wav|फिर 1 दिन बड़ी बिल्ली के पीछे लोमड़ी पड़ गई।
audio/chunk_00010.wav|लोमड़ी से बचते बचते वह फिर साधु के पास पहुंची।
audio/chunk_00011.wav|अब साधु ने उसे बड़ी लोमड़ी बना दिया
audio/chunk_00012.wav|बड़ी लोमड़ी बनकर वह बिना किसी खौफ के जंगल में घूमने लगी।
audio/chunk_00013.wav|फिर कुछ दिनों बाद 1 शेर बड़ी लोमणी के पीछे पड़ गया।
audio/chunk_00014.wav|बड़ी लोमड़ी फिर साधु के पास पहुंची।
audio/chunk_00015.wav|और इस बार साधु ने उसे बड़ा शेर बना दिया।
audio/chunk_00016.wav|बड़ा शेर बनते ही वह स्वयं को राजा समझने लगा।
audio/chunk_00017.wav|लेकिन उसे हमेशा यह डर लगता था कि साधु कहीं उसे फिर से चूहा ना बना दे।
audio/chunk_00018.wav|इसी डर के कारण वह साधु के पास पहुंचा और बोला।
audio/chunk_00019.wav|मुझे भूख लगी है इसलिए मैं आज आपको खा जाऊँगा
audio/chunk_00020.wav|ताकि मेरे अंदर भी सारी दिव्य शक्तियां आ सके।
audio/chunk_00021.wav|साधु को बहुत गुस्सा आता है।
audio/chunk_00022.wav|और वह उसे फिर से चूहा बना देते हैं
audio/chunk_00023.wav|चूहे को अपनी गलती का एहसास तो होता है
audio/chunk_00024.wav|और वह साधु से दोबारा शेर बनाने की विनती करता है।
audio/chunk_00025.wav|लेकिन साधु उसे डंडे मारकर भगा देते हैं
audio/chunk_00026.wav|इस कहानी से हमें यह शिक्षा मिलती है कि चाहे कोई कितना भी महान बन जाए लेकिन उसे अपना अस्तित्व और आधार कभी नहीं भूलना चाहिए
audio/chunk_00027.wav|देवता और जुलाहा।
audio/chunk_00028.wav|एक बार मंथर का नाम का एक जुलाहा रहता था
audio/chunk_00029.wav|एक दिन वह बुनाई कर रहा था, तभी उसका करघा टूट गया।
audio/chunk_00030.wav|वह पास के जंगल में लकड़ी काटने जाता है ताकि उससे अपना करघा ठीक कर सके।
audio/chunk_00031.wav|जैसे ही वह अपनी कुल्हाड़ी से लकड़ी काटने लगता है, तभी पेड़ से आवाज़ आती है, इस पेड़ को मत काटो, यह मेरा घर है!
audio/chunk_00032.wav|मुझे अपना करघा ठीक करना है वरना मेरे बच्चे और मेरी पत्नी भूखे मर जाएंगे
audio/chunk_00033.wav|यह कहकर वह फिर से अपनी कुल्हाड़ी उठाता है।
audio/chunk_00034.wav|फिर से पेड़ के अंदर से आवाज आती है।
audio/chunk_00035.wav|इस पेड़ को छोड़ दो, तुम कुछ भी मांग लो, मैं तुम्हारी इच्छा पूरी करूंगा। मांगो, वर मांगो!
audio/chunk_00036.wav|कि वह अपनी पत्नी से सलाह करके लौटेगा।
audio/chunk_00037.wav|मंथर का अपने घर जाता है।
audio/chunk_00038.wav|रास्ते में उसे उसका 1 नाई मित्र मिलता है।
audio/chunk_00039.wav|वह उससे कहता है कि वर में पूरा साम्राज्य मांग लेना।
audio/chunk_00040.wav|फिर तुम राजा बन जाओगे और राज करोगे।
audio/chunk_00041.wav|मंथरखा उसकी सलाह से खुश हो जाता है।
audio/chunk_00042.wav|लेकिन वह अपनी पत्नी का भी सुझाव लेने घर पहुँचता है
audio/chunk_00043.wav|राजा बनने से तो लड़ाई करनी पड़ेगी, प्रजा की देखभाल करनी पड़ेगी। इससे तो अच्छा होगा कि तुम 2 सिर और 4 हाथ का वर मांग लो।
audio/chunk_00044.wav|जब ज़्यादा हाथ होंगे तो तुम ज़्यादा काम कर पाओगे।
audio/chunk_00045.wav|और हम धनी हो जाएंगे।
audio/chunk_00046.wav|मंथरका अपनी पत्नी का सुझाव मानकर 4 हाथ और 2 सिर का वर मांग लेता है।
audio/chunk_00047.wav|जब वह 2 सिर और 4 हाथ के साथ गांव में पहुंचता है, तो सभी गांव वाले उसे देखकर डर जाते हैं और उसे पत्थर मार मार के उसकी हत्या कर देते हैं।
audio/chunk_00048.wav|जब उसके नाई दोस्त को उसकी मौत का पता चलता है, तो वह बहुत दुखी होता है।
audio/chunk_00049.wav|इस कहानी से हमें यह शिक्षा मिलती है कि किसी के सुझाव को बिना विचारे अनुसरण नहीं करना चाहिए।
audio/chunk_00050.wav|एक बार जंगल में एक लोमड़ी भोजन की तलाश में भटकते हुए एक पेड़ के पास पहुंची।
audio/chunk_00051.wav|वहां उसकी नजर पेड़ पर बैठे हुए मोर पर पड़ी।
audio/chunk_00052.wav|लोमड़ी मोर को खाने की योजना बनाने लगी।
audio/chunk_00053.wav|जंगल में सभी जानवरों ने गोष्ठी की है।
audio/chunk_00054.wav|और उसमें यह तय किया गया है कि अब से कोई भी जानवर अपने भोजन के लिए
audio/chunk_00055.wav|दूसरे जानवर को नहीं मारेगा।
audio/chunk_00056.wav|इसलिए तुम घबराओ मत और आराम से नीचे आकर घूमो।
audio/chunk_00057.wav|तो इसका मतलब तो यह हुआ कि अब शेर और बाघ घास खाना शुरू कर देंगे।
audio/chunk_00058.wav|लोमड़ी मोर की बात सुनकर चौंक गई।
audio/chunk_00059.wav|और हड़बड़ा कर कुछ कहने ही वाली थी कि तभी मोर बोला।
audio/chunk_00060.wav|देखो, तुम्हारे पीछे तुम्हारे मित्र आ रहे हैं, शिकारी कुत्ते, अब तो वह भी तुम्हें नहीं खाएंगे!
audio/chunk_00061.wav|लोमड़ी शिकारी कुत्तों को देखकर डर जाती है और भाग जाती है
audio/chunk_00062.wav|मोर लोमड़ी को डर कर भागते हुए देखकर जोर जोर से हंसने लगता है।
audio/chunk_00063.wav|इस कहानी से हमें यह शिक्षा मिलती है कि बुद्धि और चतुराई से धूर्त और मक्कारों को आसानी से मात दी जा सकती है।
audio/chunk_00064.wav|राजकुमार और पौधा।
audio/chunk_00065.wav|एक समय की बात है
audio/chunk_00066.wav|एक राजा का बेटा बड़ा ही बदतमीज़ और दुष्ट प्रवृत्ति का था
audio/chunk_00067.wav|उसे सभी लोगों ने बहुत समझाने की कोशिश की।
audio/chunk_00068.wav|लेकिन वह फिर भी नहीं समझा।
